鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
三重區,房地(土地+建物),新北市三重區仁義街C棟8樓,21.8,住,,,1010915,土地1建物1車位0,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,106.81,2,2,1,有,無,11500000,107668,,0.0,0,,RPUQMLSKLHIFFGF76EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街C棟9樓,21.94,住,,,1010819,土地1建物1車位1,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.19,2,2,1,有,無,13200000,108136,坡道平面,48.38,1650000,,RPVQMLSKLHIFFGF86EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街C棟11樓,21.94,住,,,1010825,土地1建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.19,2,2,1,有,無,13150000,107668,坡道平面,48.38,1650000,,RPWOMLTKLHIFFGF86EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街C棟12樓,21.94,住,,,1010901,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.19,2,2,1,有,無,13500000,110945,坡道平面,48.38,1650000,,RPXOMLTKLHIFFGF96EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街C棟13樓,21.94,住,,,1010903,土地1建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.19,2,2,1,有,無,13700000,111881,坡道平面,48.38,1750000,,RPOPMLTKLHIFFGF78EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街B棟2樓,31.4,住,,,1011130,土地1建物1車位1,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,196.66,3,2,2,有,無,17800000,106555,坡道平面,48.38,2000000,,RPPPMLTKLHIFFGF88EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街B棟3樓,31.4,住,,,1010918,土地1建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,191.58,3,2,2,有,無,17500000,105688,坡道平面,41.61,1650000,,RPQPMLTKLHIFFGF98EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街B棟4樓,31.4,住,,,1010916,土地1建物1車位1,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,198.35,3,2,2,有,無,17560000,106088,坡道平面,48.38,1650000,,RPRPMLTKLHIFFGF09EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街B棟5樓,31.4,住,,,1011124,土地1建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,191.58,3,2,2,有,無,18500000,112356,坡道平面,41.61,1650000,,RPSPMLTKLHIFFGF56EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街B棟6樓,31.4,住,,,1010917,土地1建物1車位1,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,198.35,3,2,2,有,無,18200000,110355,坡道平面,48.38,1650000,,RPTPMLTKLHIFFGF66EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街B棟7樓,31.4,住,,,1010729,土地1建物1車位1,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,198.35,3,2,2,有,無,18090000,108955,坡道平面,48.38,1750000,,RPUPMLTKLHIFFGF76EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街B棟8樓,31.4,住,,,1011218,土地1建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,198.35,3,2,2,有,無,19380000,117223,坡道平面,48.38,1800000,,RPVPMLTKLHIFFGF86EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街B棟10樓,31.4,住,,,1010723,土地1建物1車位1,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,198.35,3,2,2,有,無,18300000,111022,坡道平面,48.38,1650000,,RPWPMLTKLHIFFGF96EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街B棟11樓,31.4,住,,,1010731,土地1建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,198.35,3,2,2,有,無,18270000,110155,坡道平面,48.38,1750000,,RPXPMLTKLHIFFGF07EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街B棟12樓,31.54,住,,,1010731,土地1建物1車位2,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,246.73,3,2,2,有,無,20110000,110755,坡道平面,96.76,3500000,,RPOQMLTKLHIFFGF88EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街B棟13樓,31.4,住,,,1011014,土地1建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,191.58,3,2,2,有,無,18550000,113023,坡道平面,41.61,1600000,,RPPQMLTKLHIFFGF98EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街B棟14樓,31.4,住,,,1011106,土地1建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,198.35,3,2,2,有,無,19000000,115023,坡道平面,48.38,1750000,,RPQQMLTKLHIFFGF09EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街A棟1樓,18.29,住,,,1010815,土地1建物1車位2,一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,173.69,0,0,0,無,無,21180000,225920,坡道平面,96.76,3800000,,RPRQMLTKLHIFFGF56EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街A棟4樓,31.38,住,,,1011006,土地1建物1車位1,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,197.25,3,2,2,有,無,17500000,106469,坡道平面,48.38,1650000,,RPSQMLTKLHIFFGF66EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街A棟5樓,31.38,住,,,1011021,土地1建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,197.25,3,2,2,有,無,18000000,108820,坡道平面,48.38,1800000,,RPTQMLTKLHIFFGF76EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街A棟6樓,31.38,住,,,1010722,土地1建物1車位1,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,197.25,3,2,2,有,無,18000000,109156,坡道平面,48.38,1750000,,RPUQMLTKLHIFFGF86EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街A棟7樓,31.38,住,,,1011014,土地1建物1車位1,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,197.25,3,2,2,有,無,19080000,116410,坡道平面,48.38,1750000,,RPVQMLTKLHIFFGF96EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街A棟8樓,31.38,住,,,1011126,土地1建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,197.25,3,2,2,有,無,18680000,113388,坡道平面,48.38,1800000,,RPWQMLTKLHIFFGF07EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街A棟9樓,31.38,住,,,1010922,土地1建物1車位1,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,197.25,3,2,2,有,無,18530000,113388,坡道平面,48.38,1650000,,RPXQMLTKLHIFFGF17EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街A棟10樓,31.38,住,,,1011113,土地1建物1車位1,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,197.25,3,2,2,有,無,19000000,115537,坡道平面,48.38,1800000,,RPORMLTKLHIFFGF98EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街A棟11樓,31.38,住,,,1010901,土地1建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,197.25,3,2,2,有,無,18300000,111171,坡道平面,48.38,1750000,,RPPRMLTKLHIFFGF09EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街A棟12樓,31.38,住,,,1010916,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,197.25,3,2,2,有,無,18500000,112514,坡道平面,48.38,1750000,,RPQRMLTKLHIFFGF56EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街A棟13樓,31.38,住,,,1010812,土地1建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,197.25,3,2,2,有,無,18100000,109827,坡道平面,48.38,1750000,,RPRRMLTKLHIFFGF66EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街A棟14樓,31.38,住,,,1011113,土地1建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,197.25,3,2,2,有,無,19150000,116880,坡道平面,48.38,1750000,,RPSRMLTKLHIFFGF76EB
新店區,房地(土地+建物),新北市新店區能仁街  3樓  A戶,12.47,住,,,1010927,土地4建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,91.14,0,0,0,無,無,13080000,143515,,0.0,0,,RPQNMLSLLHIFFCF38EB
新店區,房地(土地+建物),新北市新店區能仁街  4樓  A戶,12.47,住,,,1010924,土地4建物1車位0,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,91.14,0,0,0,無,無,12930000,141870,,0.0,0,,RPRNMLSLLHIFFCF48EB
新店區,房地(土地+建物)+車位,新北市新店區能仁街  8樓  A戶,12.47,住,,,1011002,土地4建物1車位1,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,91.14,0,0,0,無,無,14930000,170039,升降機械,11.57,1400000,,RPTNMLSLLHIFFCF68EB
新店區,房地(土地+建物),新北市新店區能仁街  9樓  A戶,12.47,住,,,1011102,土地4建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,91.14,0,0,0,無,無,13680000,150099,,0.0,0,,RPUNMLSLLHIFFCF78EB
新店區,房地(土地+建物),新北市新店區能仁街  1樓  B戶,14.41,住,,,1011014,土地4建物1車位0,一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.4,0,0,0,無,無,14000000,132827,,0.0,0,,RPWNMLSLLHIFFCF98EB
新店區,房地(土地+建物),新北市新店區能仁街  2樓  A戶,12.47,住,,,1011227,土地4建物1車位0,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,91.14,0,0,0,無,無,11750000,128923,,0.0,0,,RPXNMLSLLHIFFCF09EB
新店區,房地(土地+建物),新北市新店區能仁街  6樓  B戶,12.58,住,,,1010901,土地4建物1車位0,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.03,0,0,0,無,無,13080000,142128,,0.0,0,,RPPOMLSLLHIFFCF38EB
新店區,房地(土地+建物),新北市新店區能仁街  4樓  B戶,12.58,住,,,1011010,土地4建物1車位0,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.03,0,0,0,無,無,12330000,133978,,0.0,0,,RPQOMLSLLHIFFCF48EB
新店區,房地(土地+建物),新北市新店區能仁街  7樓  B戶,11.07,住,,,1010909,土地4建物1車位0,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,80.96,0,0,0,無,無,11860000,146492,,0.0,0,,RPROMLSLLHIFFCF58EB
新店區,房地(土地+建物),新北市新店區能仁街  5樓  C戶,10.88,住,,,1010908,土地4建物1車位0,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,80.28,0,0,0,無,無,11210000,139636,,0.0,0,,RPXOMLSLLHIFFCF56EB
新店區,房地(土地+建物),新北市新店區能仁街  10樓  C戶,10.88,住,,,1011221,土地4建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,80.28,0,0,0,無,無,11750000,146363,,0.0,0,,RPQPMLSLLHIFFCF58EB
新店區,房地(土地+建物)+車位,新北市新店區能仁街  12樓  C戶,10.88,住,,,1010901,土地4建物1車位1,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,80.28,0,0,0,無,無,13680000,177267,升降機械,11.57,1500000,,RPTPMLSLLHIFFCF88EB
新店區,房地(土地+建物),新北市新店區能仁街  2樓  B戶,12.58,住,,,1011227,土地4建物1車位0,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.03,0,0,0,無,無,11750000,127676,,0.0,0,,RPXPMLSLLHIFFCF66EB
林口區,房地(土地+建物)+車位,新北市林口區力行段937地號A1棟3樓,20.69,住,,,1010911,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,173.45,4,2,2,有,無,11900000,68608,坡道平面,0.0,0,,RPRQMLTLLHIFFBF58CB
林口區,房地(土地+建物)+車位,新北市林口區力行段937地號A1棟4樓,20.69,住,,,1010814,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,175.65,4,2,2,有,無,12160000,69229,坡道平面,0.0,0,,RPSQMLTLLHIFFBF68CB
林口區,房地(土地+建物)+車位,新北市林口區力行段937地號A1棟6樓,20.69,住,,,1010926,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,173.45,4,2,2,有,無,12500000,72067,坡道平面,0.0,0,,RPUQMLTLLHIFFBF88CB
林口區,房地(土地+建物)+車位,新北市林口區力行段937地號A1棟11樓,20.69,住,,,1010824,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,175.65,4,2,2,有,無,12580000,71620,坡道平面,0.0,0,,RPVQMLTLLHIFFBF98CB
林口區,房地(土地+建物)+車位,新北市林口區力行段937地號A1棟12樓,20.69,住,,,1010820,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,173.45,4,2,2,有,無,12800000,73796,坡道平面,0.0,0,,RPWQMLTLLHIFFBF09CB
林口區,房地(土地+建物)+車位,新北市林口區力行段937地號A1棟15樓,20.69,住,,,1010921,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,173.45,4,2,2,有,無,12800000,73796,坡道平面,0.0,0,,RPPRMLTLLHIFFBF48CB
林口區,房地(土地+建物)+車位,新北市林口區力行段937地號A2棟3樓,20.69,住,,,1011128,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,172.69,4,2,2,有,無,13320000,77132,坡道平面,0.0,0,,RPQRMLTLLHIFFBF58CB
林口區,房地(土地+建物)+車位,新北市林口區力行段937地號A2棟5樓,20.69,住,,,1011031,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,172.69,4,2,2,有,無,12500000,72384,坡道平面,0.0,0,,RPRRMLTLLHIFFBF68CB
林口區,房地(土地+建物)+車位,新北市林口區力行段937地號A2棟11樓,20.69,住,,,1010908,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,172.69,4,2,2,有,無,12600000,72963,坡道平面,0.0,0,,RPSRMLTLLHIFFBF78CB
林口區,房地(土地+建物)+車位,新北市林口區力行段937地號A4棟5樓,17.33,住,,,1010909,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.26,3,2,2,有,無,10850000,74183,坡道平面,0.0,0,,RPTRMLTLLHIFFBF88CB
林口區,房地(土地+建物)+車位,新北市林口區力行段937地號A4棟7樓,17.33,住,,,1011011,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.26,3,2,2,有,無,10900000,74525,坡道平面,0.0,0,,RPWRMLTLLHIFFBF56CB
林口區,房地(土地+建物)+車位,新北市林口區力行段937地號A4棟13樓,17.33,住,,,1011028,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.26,3,2,2,有,無,10960000,74935,坡道平面,0.0,0,,RPOSMLTLLHIFFBF48CB
林口區,房地(土地+建物)+車位,新北市林口區力行段937地號A4棟14樓,17.33,住,,,1011008,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.26,3,2,2,有,無,10900000,74525,坡道平面,0.0,0,,RPPSMLTLLHIFFBF58CB
林口區,房地(土地+建物)+車位,新北市林口區力行段937地號A5棟2樓,20.13,住,,,1010814,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,170.42,4,2,2,有,無,14000000,82150,坡道平面,0.0,0,,RPRSMLTLLHIFFBF78CB
林口區,房地(土地+建物)+車位,新北市林口區力行段937地號B1棟3樓,15.93,住,,,1010819,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,134.92,3,2,2,有,無,10000000,74118,坡道平面,0.0,0,,RPUSMLTLLHIFFBF09CB
林口區,房地(土地+建物)+車位,新北市林口區力行段937地號B3棟2樓,15.65,住,,,1010815,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.61,3,2,2,有,無,9990000,75334,坡道平面,0.0,0,,RPVSMLTLLHIFFBF56CB
林口區,房地(土地+建物)+車位,新北市林口區力行段937地號B4棟4樓,16.49,住,,,1010806,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,142.41,3,2,2,有,無,10500000,73731,坡道平面,0.0,0,,RPWSMLTLLHIFFBF66CB
林口區,房地(土地+建物)+車位,新北市林口區力行段937地號B5棟7樓,15.65,住,,,1011006,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,134.8,3,2,2,有,無,9900000,73442,坡道平面,0.0,0,,RPOTMLTLLHIFFBF58CB
林口區,房地(土地+建物)+車位,新北市林口區力行段937地號B5棟10樓,15.65,住,,,1010819,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,134.8,3,2,2,有,無,10080000,74777,坡道平面,0.0,0,,RPPTMLTLLHIFFBF68CB
汐止區,房地(土地+建物),新北市汐止區金龍段322號A2棟7樓,14.32,住,,,1010813,土地1建物1車位0,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,84.91,2,2,1,有,無,8060000,94924,,0.0,0,,RPWQMLTLLHIFFDF66CB
汐止區,房地(土地+建物)+車位,新北市汐止區金龍段322號A1棟13樓,26.06,住,,,1010916,土地1建物1車位1,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,185.53,4,2,2,有,無,17500000,94324,升降平面,0.0,0,,RPOSMLTLLHIFFDF68CB
汐止區,房地(土地+建物)+車位,新北市汐止區金龍段322號A3棟3樓,23.2,住,,,1010804,土地1建物1車位1,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,165.13,3,2,2,有,無,14200000,85993,升降平面,0.0,0,,RPQSMLTLLHIFFDF88CB
汐止區,房地(土地+建物)+車位,新北市汐止區金龍段322號A3棟6樓,23.2,住,,,1010905,土地1建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,168.61,3,2,2,有,無,13500000,80066,升降平面,0.0,0,,RPRSMLTLLHIFFDF98CB
汐止區,房地(土地+建物)+車位,新北市汐止區金龍段322號A3棟7樓,23.2,住,,,1010929,土地1建物1車位1,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,168.61,3,2,2,有,無,13700000,81253,升降平面,0.0,0,,RPSSMLTLLHIFFDF09CB
汐止區,房地(土地+建物)+車位,新北市汐止區金龍段322號A3棟8樓,23.2,住,,,1010916,土地1建物1車位1,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,165.13,3,2,2,有,無,13880000,84055,升降平面,0.0,0,,RPVSMLTLLHIFFDF76CB
汐止區,房地(土地+建物)+車位,新北市汐止區金龍段322號A3棟9樓,23.2,住,,,1010823,土地1建物1車位1,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,168.61,3,2,2,有,無,14020000,83150,升降平面,0.0,0,,RPPTMLTLLHIFFDF88CB
汐止區,房地(土地+建物)+車位,新北市汐止區金龍段322號A3棟11樓,21.84,住,,,1011104,土地1建物1車位1,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.07,3,2,2,有,無,13500000,85949,升降平面,0.0,0,,RPQTMLTLLHIFFDF98CB
汐止區,房地(土地+建物)+車位,新北市汐止區金龍段322號A3棟12樓,21.84,住,,,1011009,土地1建物1車位1,十二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,160.55,3,2,2,有,無,13750000,85643,升降平面,0.0,0,,RPSTMLTLLHIFFDF56CB
汐止區,房地(土地+建物)+車位,新北市汐止區金龍段322號B2棟1樓,30.64,住,,,1010814,土地1建物1車位1,一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,186.78,2,2,3,有,無,21580000,115537,升降平面,0.0,0,,RPTTMLTLLHIFFDF66CB
汐止區,房地(土地+建物)+車位,新北市汐止區金龍段322號A3棟2樓,22.98,住,,,1011125,土地1建物1車位1,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.84,3,2,2,有,無,13830000,84412,升降平面,0.0,0,,RPUTMLTLLHIFFDF76CB
汐止區,房地(土地+建物)+車位,新北市汐止區工建路159號旁A1棟2樓,25.12,住,,,1010721,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,174.23,3,2,2,有,無,14880000,98036,坡道平面,40.3,1750000,,RPXNMLNJMHIFFDF38CB
汐止區,房地(土地+建物)+車位,新北市汐止區工建路159號旁A1棟3樓,25.12,住,,,1010610,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,177.69,3,2,2,有,無,15000000,97169,坡道平面,40.3,1650000,,RPOOMLNJMHIFFDF57CB
汐止區,房地(土地+建物)+車位,新北市汐止區工建路159號旁A1棟4樓,25.12,住,,,1010924,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,177.69,3,2,2,有,無,14800000,93529,坡道平面,40.3,1950000,,RPPOMLNJMHIFFDF67CB
汐止區,房地(土地+建物)+車位,新北市汐止區工建路159號旁A1棟5樓,25.12,住,,,1010721,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,177.69,3,2,2,有,無,15000000,96441,坡道平面,40.3,1750000,,RPQOMLNJMHIFFDF77CB
汐止區,房地(土地+建物)+車位,新北市汐止區工建路159號旁A1棟6樓,25.12,住,,,1010830,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,177.69,3,2,2,有,無,14980000,95567,坡道平面,40.3,1850000,,RPROMLNJMHIFFDF87CB
汐止區,房地(土地+建物)+車位,新北市汐止區工建路159號旁A1棟7樓,25.12,住,,,1010906,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,177.69,3,2,2,有,無,15050000,96805,坡道平面,40.3,1750000,,RPSOMLNJMHIFFDF97CB
汐止區,房地(土地+建物)+車位,新北市汐止區工建路159號旁A1棟8樓,25.12,住,,,1011008,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,177.69,3,2,2,有,無,15320000,98042,坡道平面,40.3,1850000,,RPTOMLNJMHIFFDF08CB
汐止區,房地(土地+建物)+車位,新北市汐止區工建路159號旁A1棟9樓,25.12,住,,,1010622,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,177.69,3,2,2,有,無,15970000,102773,坡道平面,40.3,1850000,,RPUOMLNJMHIFFDF18CB
汐止區,房地(土地+建物)+車位,新北市汐止區工建路159號旁A1棟10樓,25.12,住,,,1010906,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,177.69,3,2,2,有,無,15800000,100808,坡道平面,40.3,1950000,,RPVOMLNJMHIFFDF28CB
汐止區,房地(土地+建物)+車位,新北市汐止區工建路159號旁A1棟11樓,25.12,住,,,1010614,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,177.69,3,2,2,有,無,16000000,103719,坡道平面,40.3,1750000,,RPWOMLNJMHIFFDF38CB
汐止區,房地(土地+建物)+車位,新北市汐止區工建路159號旁A1棟12樓,25.12,住,,,1010627,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,177.69,3,2,2,有,無,16380000,105757,坡道平面,40.3,1850000,,RPXOMLNJMHIFFDF48CB
汐止區,房地(土地+建物)+車位,新北市汐止區工建路159號旁A1棟13樓,25.12,住,,,1011016,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,177.69,3,2,2,有,無,15880000,101390,坡道平面,40.3,1950000,,RPOPMLNJMHIFFDF67CB
汐止區,房地(土地+建物)+車位,新北市汐止區工建路159號旁A1棟14樓,25.12,住,,,1010917,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,177.69,3,2,2,有,無,16110000,103064,坡道平面,40.3,1950000,,RPPPMLNJMHIFFDF77CB
汐止區,房地(土地+建物)+車位,新北市汐止區工建路159號旁A1棟15樓,25.12,住,,,1010607,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,177.69,3,2,2,有,無,17000000,110270,坡道平面,40.3,1850000,,RPQPMLNJMHIFFDF87CB
汐止區,房地(土地+建物)+車位,新北市汐止區工建路159號旁B1棟1樓,27.52,住,,,1010525,土地1建物1車位1,一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,185.61,2,2,2,有,無,19300000,120088,坡道平面,40.3,1850000,,RPRPMLNJMHIFFDF97CB
汐止區,房地(土地+建物)+車位,新北市汐止區工建路159號旁B1棟2樓,17.95,住,,,1010610,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.05,2,2,1,有,無,11000000,97650,坡道平面,40.3,1650000,,RPSPMLNJMHIFFDF08CB
汐止區,房地(土地+建物)+車位,新北市汐止區工建路159號旁B1棟3樓,17.95,住,,,1010818,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.79,2,2,1,有,無,11150000,94426,坡道平面,40.3,1850000,,RPTPMLNJMHIFFDF18CB
汐止區,房地(土地+建物)+車位,新北市汐止區工建路159號旁B1棟4樓,17.95,住,,,1010624,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.79,2,2,1,有,無,11050000,95441,坡道平面,40.3,1650000,,RPUPMLNJMHIFFDF28CB
